
❤️歌曲,#genre#
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251117/6698_ad067202/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251105/5397_01daa090/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251114/6444_8a36dfc6/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251122/62_44f683a8/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251115/6588_565e8a41/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251016/2680_220a7f49/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251104/22258_dd7d6462/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.lzcdn23.com/20241007/5775_985e45b8/2000k/hls/mixed.m3u8
女孩好野,https://v.lzcdn23.com/20241007/5774_096c8d61/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
大生意人,http://cjx.999315.xyz/yzzy/20251129/10285_7e89a835/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251104/7662_de8aa43e/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251027/21517_4496bd92/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20251227/28035_2b7768fb/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251123/200_3644a684/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251121/46_d9d4f495/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251119/6826_0ec04cb3/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251025/3804_37968ad1/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251025/3801_95323660/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251030/4387_6b4e2b93/index.m3u8
水龙吟,http://cjx.999315.xyz/yzzy/20251106/7866_1963bd51/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20260106/13415_1d1f05e5/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251123/199_84d9ee44/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260119/4917_cf8d8c66/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251029/21682_a819d065/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251123/9478_0527b1b4/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251102/22120_fd03f619/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251026/3998_74306eef/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260104/13155_afd208b1/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251122/64_ea5d2f1c/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251102/22119_6ed94d74/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260118/11747_2af1e9ea/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260117/4768_1a77befc/index.m3u8

👨‍👩‍👦‍👦经典小品,#genre#
拍电影,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042559557439441_hlsb.m3u8

🎬电视剧集,#genre#
长安二十四,http://cjx.999315.xyz/yzzy/20251215/9006_831da40e/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20251227/28032_e4160531/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260203/13342_05c41063/index.m3u8

🔥经典轮播,#genre#
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251106/22423_71f78523/index.m3u8
暗河传,http://jx.999315.xyz/yzzy/20251021/20922_7048c496/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260115/11402_49c2694a/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251122/65_fc490ca4/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251028/4180_96b250a9/index.m3u8
他依然单身,http://cjx.999315.xyz/yzzy/20251119/6863_53edebc5/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260115/11403_09859012/index.m3u8

🎬电影合集,#genre#
精装追女仔2004,https://v.cdnlz11.com/20231128/18458_36420cc2/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
轧戏,http://cjx.999315.xyz/yzzy/20260116/11535_86d5cf1c/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260114/4502_767b2cc8/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260114/4501_1a15d419/index.m3u8
凡人修仙传01,http://jx.999315.xyz/yzzy/20250727/16714_a69d15dc/index.m3u8

🎬电影合集,#genre#
咏春,https://v.cdnlz11.com/20231121/18361_1e2e07d7/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
天地剑心,http://cjx.999315.xyz/yzzy/20251107/22595_e0132a0c/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251030/21730_0c8fc7ad/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251108/22654_a5e48462/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260113/11240_dc2ff5f1/index.m3u8

👨‍👩‍👦‍👦经典小品,#genre#
赵四、赵本山、刘能、宋小宝小品集锦,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457156030679277_hlsb.m3u8

🎬电视剧集,#genre#
沉默的荣耀,http://jx.999315.xyz/yzzy/20251004/4232_3b24156a/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/HCozJrkO/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
太平年,http://cjx.999315.xyz/yzzy/20260203/13341_dc506560/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251107/22596_745b601f/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251025/3825_c24fe9f7/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260203/13343_e5cb9cf7/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251101/21994_84106259/index.m3u8

卫视频道,#genre#
宁夏卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.41:10240

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251108/5770_4b7a5550/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251028/4179_91f5738a/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251030/4388_473803f0/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251108/5773_7e448ed9/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260115/4541_2f3c6a4c/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260115/4542_7c33e57e/index.m3u8

🎬电影合集,#genre#
驯龙高手,https://m3u8.vhmzy.com/videos/202507/16/687736e26de0eb431f591238/505ae8/index.m3u8

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251101/4571_bfd2308e/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251025/3826_a292f1c5/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260131/13065_fed02ce0/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260128/12704_f01287d4/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251101/21995_6c0ffea2/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251106/7863_0ef037ce/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251104/22257_c95cb8f9/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260128/15794_fc133194/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.lzcdn23.com/20241007/5769_d96d9d14/2000k/hls/mixed.m3u8
女孩好野,https://v.lzcdn23.com/20241007/5771_46c6e48c/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
天书黎明,http://cjx.999315.xyz/yzzy/20251214/2002_4ba29b9f/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260124/15472_53a738be/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260126/6154_3bf07985/index.m3u8

🔥YY轮播,#genre#
绝版僵尸鬼片,https://live.ottiptv.cc/yy/1460889796

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251108/5771_d156d483/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260111/11079_21f2a5c3/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251109/5967_8682cc30/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.lzcdn23.com/20241007/5764_8f75b458/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251107/7949_5fedcaff/index.m3u8

央视频道,#genre#
CCTV7,http://drive.mxmy.net:8888/udp/239.3.1.61:8104$LR•IPV4『线路23』

🎬电视剧集,#genre#
暗河传,http://cjx.999315.xyz/yzzy/20251103/22180_422be4bc/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251013/5274_59ab3ba9/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260125/6110_5460b9ea/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251101/4572_df6c9756/index.m3u8

卫视频道,#genre#
湖北卫视,http://drive.mxmy.net:8888/udp/239.3.1.138:8044

🎬电视剧集,#genre#
骄阳似我,http://cjx.999315.xyz/yzzy/20251222/9544_b2303e95/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251214/2001_d0fb963f/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251102/7515_a3c36d0c/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260130/16185_19337360/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251102/7514_2c29d89c/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251222/9546_4845b84d/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260129/12803_bbf514d1/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260103/3176_59dfa2df/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260111/11080_3f13cf4d/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251223/27622_4d0d3acf/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260131/16355_9f482bc6/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251105/22317_a047670f/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251223/12228_9f667326/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260115/11345_997ddfb4/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251031/4517_7109af32/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251026/3997_abec16f4/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260123/12095_f7eb4129/index.m3u8

📺四川频道,#genre#
万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260102/2953_e2f92479/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251222/9543_7364e0bb/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260127/12576_75ddbac9/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260102/2952_1b79b52d/index.m3u8

🔥YY轮播,#genre#
拳战闸北！,https://live.ottiptv.cc/yy/1382749910

🎬电视剧集,#genre#
沉默的荣耀,http://jx.999315.xyz/yzzy/20251013/5273_205e7357/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3744_56517f19/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3745_6d3a2d24/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260125/6106_6933b564/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.lzcdn23.com/20241007/5768_cf4db2d6/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3737_3db11d25/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260120/11864_3a901648/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251109/5968_8c97dbee/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251016/20459_7cf65e31/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260101/28644_1130d3f4/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251009/1866_19de10ad/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251010/1946_1f71e393/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260120/5448_dd325446/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260103/3174_45c166d6/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260102/2954_dc20d121/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251001/3841_7da18d03/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20250930/17684_0023daa5/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251007/18491_04e35ab5/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260104/13154_55a51239/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251222/9545_83a70336/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251125/7664_22cdb13a/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251001/3840_dfa037a5/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20250930/17683_08474286/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251214/2003_a5910243/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251008/4654_6abba5d8/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251125/7665_d128a956/index.m3u8

卫视频道,#genre#
吉林卫视,http://drive.mxmy.net:8888/udp/239.3.1.240:8172

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3742_1f72e258/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260120/5447_623a1f8e/index.m3u8

👨‍👩‍👦‍👦经典小品,#genre#
胡椒面,https://txmov2.a.kwimgs.com/bs3/video-hls/5226708928800176589_hlsb.m3u8

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260103/3175_ce47be4a/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/VN7UbVFI/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260105/3653_2da6cc4a/index.m3u8
暗河传,http://jx.999315.xyz/yzzy/20251023/21083_b991e1dc/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20250930/744_0537fb40/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20250930/745_5f0f5e5f/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.lzcdn23.com/20241007/5765_de7cbe5d/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3738_16738419/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260120/11863_fb9832b8/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3739_20885c72/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251109/5966_95c8f422/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260124/12371_3b153deb/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3743_0937fb58/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251208/8536_2c2dc474/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251030/21729_21b64b53/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260120/5449_67fe0f66/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260106/3741_63ce12dc/index.m3u8

🐬少儿动漫,#genre#
轻羽飞扬,https://live.ottiptv.cc/huya/30805998

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/cYYTxQAF/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
天书黎明,http://cjx.999315.xyz/yzzy/20251207/10816_69ddb501/index.m3u8

🔥经典轮播,#genre#
龙珠,http://cfss.cc/cdn/huya/11601966.flv

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260104/13156_f72a2385/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20260105/3652_e1021d43/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251222/12195_b259a593/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251209/11068_aa5fb316/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260108/13602_d7419ae0/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251024/3674_f35fd567/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251214/3282_a495eebb/index.m3u8
暗河传,http://cjx.999315.xyz/yzzy/20251027/6936_4a300d3a/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260107/13419_7436b0dc/index.m3u8
天地剑心,http://cjx.999315.xyz/yzzy/20251109/8222_532923f1/index.m3u8

卫视频道,#genre#
浙江卫视,http://drive.mxmy.net:8888/udp/239.3.1.137:8036

🎬电视剧集,#genre#
逍遥之第,http://cjx.999315.xyz/yzzy/20260105/3654_cf88118a/index.m3u8

📡卫视频道,#genre#
东方卫视,http://59.35.185.47:8188/udp/239.77.1.218:5146

🎬电视剧集,#genre#
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260108/13601_b7ead1d0/index.m3u8
凡人修仙传24,http://jx.999315.xyz/yzzy/20250809/15834_fad68b73/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251225/27876_25fadf1a/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251015/19677_ebce60fa/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260106/10670_5631e6ee/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/O9u2agqd/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260107/13420_ae97cad2/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251225/9604_30235b7b/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260106/10671_ea4c796c/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251014/19631_c45bec92/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260112/4318_3e6ad89f/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20260106/10702_e2c2ff9c/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251213/8811_3f9e3767/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251207/10817_dac4a67b/index.m3u8

🔥YY轮播,#genre#
武状元落魄，神谕指引丐帮逆袭,https://live.ottiptv.cc/yy/1382736882

🎬电视剧集,#genre#
轧戏,http://cjx.999315.xyz/yzzy/20260113/11239_178930ab/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260110/4119_1b69ebed/index.m3u8
沉默的荣耀,http://jx.999315.xyz/ffzy/20251003/46035_ef591ef2/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20260106/13411_728c1ca9/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260112/4317_d290dc6c/index.m3u8

电影频道,#genre#
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8

🎬综艺频道,#genre#
女孩好野,https://v.cdnlz18.com/20240928/17624_4b4265b4/2000k/hls/mixed.m3u8

🎬电视剧集,#genre#
天书黎明,http://cjx.999315.xyz/yzzy/20251212/1916_65fc52ed/index.m3u8
玉茗茶骨,http://cjx.999315.xyz/yzzy/20260109/13635_e87152a7/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/1XEiJXJn/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
骄阳似我,http://cjx.999315.xyz/yzzy/20260106/3765_211a7a84/index.m3u8

👨‍👩‍👦‍👦经典小品,#genre#
赵本山、宋丹丹、宋小宝、宋晓峰喜剧小品合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5240219756539886653_hlsb.m3u8

📡卫视频道,#genre#
甘肃卫视,http://59.35.185.47:8188/udp/239.77.0.189:5146

🎬电视剧集,#genre#
长安二十四,http://cjx.999315.xyz/yzzy/20251225/9607_b0da9d8d/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251227/28162_89fb52e6/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251014/19630_e3a41360/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251227/28199_58ae64f0/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251226/27951_1899267a/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251213/1981_b3b4d2db/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251222/27577_7d0344ae/index.m3u8
邵氏影院频视,http://8.155.43.98:35455/douyu/4246519

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/g1APmmy1/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
长安二十四,http://cjx.999315.xyz/yzzy/20251225/9606_13816390/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260204/13407_3ac20ac7/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260204/13406_ad246a29/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251004/4231_dd1016d6/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260110/11002_30777b47/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260110/11001_64254db8/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260205/13517_088d6dc6/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251109/8220_7c0e0e8d/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8066_8b519f19/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251222/27576_2c64be03/index.m3u8
太平年,http://cjx.999315.xyz/yzzy/20260204/13408_4c109426/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251225/27862_0ba41b0d/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251221/12000_831bb3dd/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251109/8221_d4ca950d/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260109/4076_a3147b88/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251211/8704_b8703970/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251110/6034_78421a2e/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251211/1875_7e9e346d/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260109/10940_4f3fcf17/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251211/8703_212ab20d/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251211/1876_ba9a56ce/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251216/27140_03fbe3c1/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251217/2345_81b073de/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251130/1165_a3fb4fbf/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251113/6342_adad9e1c/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251110/6035_4639475d/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/RtqXhaf6/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
沉默的荣耀,http://jx.999315.xyz/yzzy/20251012/19442_9f6baa1a/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251130/1166_0f2c9a93/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251111/6144_197f76fe/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251225/9605_217dade2/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8065_320e4df8/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8067_53253027/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251012/19441_c273330b/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251112/6251_9ac1382f/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251002/1074_708f3cf8/index.m3u8

🎬综艺频道,#genre#
女孩好野,https://play.modujx12.com/20240630/DqYEzRKp/2000kb/hls/index.m3u8

🎬电视剧集,#genre#
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8064_fa40b385/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251222/27578_66ad4c25/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251112/6250_94701864/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8063_8d1f1aac/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251220/27370_6d55a62e/index.m3u8

🔥YY轮播,#genre#
第8号当铺,https://live.ottiptv.cc/yy/1382736905

🎬电视剧集,#genre#
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251108/8068_a7d92770/index.m3u8

央视频道,#genre#
CCTV-13,http://drive.mxmy.net:8888/udp/239.3.1.124:8128

🎬电视剧集,#genre#
骄阳似我,http://cjx.999315.xyz/yzzy/20251226/27967_3db0c81b/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251111/6143_de9621d4/index.m3u8
轧戏,http://cjx.999315.xyz/yzzy/20260109/4075_e3b21256/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251113/6343_a3a3e8b3/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251002/1073_390e9825/index.m3u8
沉默的荣耀,http://jx.999315.xyz/yzzy/20251011/5085_9ce3c52f/index.m3u8

卫视频道,#genre#
辽宁卫视,http://drive.mxmy.net:8888/udp/239.3.1.210:8056

🎬电视剧集,#genre#
长安二十四,http://cjx.999315.xyz/yzzy/20251212/8754_fa733611/index.m3u8
骄阳似我,http://cjx.999315.xyz/yzzy/20251224/27765_e6a75be3/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251217/11826_0758c993/index.m3u8

🔥经典轮播,#genre#
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv

🎬电视剧集,#genre#
长安二十四,http://cjx.999315.xyz/yzzy/20251214/2044_d8330f85/index.m3u8
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251123/189_a2557a7b/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251128/1071_1b0114c5/index.m3u8
突然的喜欢,http://cjx.999315.xyz/yzzy/20260201/16368_ec5c931c/index.m3u8
天书黎明,http://cjx.999315.xyz/yzzy/20251204/1340_4f87658e/index.m3u8
大生意人,http://cjx.999315.xyz/yzzy/20251127/25168_2eed4999/index.m3u8

👨‍👩‍👦‍👦经典小品,#genre#
吃面,https://txmov2.a.kwimgs.com/bs3/video-hls/5188709833950189842_hlsb.m3u8

🎬电视剧集,#genre#
唐朝诡事录,http://cjx.999315.xyz/yzzy/20251119/6852_6e96be83/index.m3u8
长安二十四,http://cjx.999315.xyz/yzzy/20251219/11896_7818e42b/index.m3u8
逍遥之第,http://cjx.999315.xyz/yzzy/20251228/28258_61deee96/index.m3u8
